"No.","Time","Source","Destination","Protocol","Length","Info","New Column"
"12998","26.859123","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=343677 Ack=2543 Win=405728 Len=0 TSval=1361518016 TSecr=1361518016",""
"12999","26.863074","127.0.0.1","127.0.0.1","TCP","77","59640 > 60471 [PSH, ACK] Seq=343677 Ack=2543 Win=405728 Len=21 TSval=1361518019 TSecr=1361518016","Content-Length: 393\\r\\n"
"13000","26.863099","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=2543 Ack=343698 Win=325888 Len=0 TSval=1361518019 TSecr=1361518019",""
"13001","26.899679","127.0.0.1","127.0.0.1","TCP","451","59640 > 60471 [PSH, ACK] Seq=343698 Ack=2543 Win=405728 Len=395 TSval=1361518054 TSecr=1361518019","\\r\\n{""seq"":24,""request_seq"":22,""type"":""response"",""command"":""evaluate"",""success"":true,""body"":{""handle"":10,""type"":""object"",""className"":""global"",""constructorFunction"":{""ref"":6,""type"":""function"",""name"":""Object"",""inferredName"":""""},""protoObject"":{""ref"":14,""type"
"13002","26.899705","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=2543 Ack=344093 Win=325504 Len=0 TSval=1361518054 TSecr=1361518054",""
"13003","26.900609","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=2543 Ack=344093 Win=325504 Len=14 TSval=1361518055 TSecr=1361518054","Content-Length"
"13004","26.900633","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=344093 Ack=2557 Win=405728 Len=0 TSval=1361518055 TSecr=1361518055",""
"13005","26.900643","127.0.0.1","127.0.0.1","TCP","57","60471 > 59640 [PSH, ACK] Seq=2557 Ack=344093 Win=325504 Len=1 TSval=1361518055 TSecr=1361518055",":"
"13006","26.900648","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=344093 Ack=2558 Win=405728 Len=0 TSval=1361518055 TSecr=1361518055",""
"13007","26.900666","127.0.0.1","127.0.0.1","TCP","58","60471 > 59640 [PSH, ACK] Seq=2558 Ack=344093 Win=325504 Len=2 TSval=1361518055 TSecr=1361518055","94"
"13008","26.900687","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=344093 Ack=2560 Win=405728 Len=0 TSval=1361518055 TSecr=1361518055",""
"13009","26.900696","127.0.0.1","127.0.0.1","TCP","154","60471 > 59640 [PSH, ACK] Seq=2560 Ack=344093 Win=325504 Len=98 TSval=1361518055 TSecr=1361518055","\\r\\n\\r\\n{""seq"":23,""type"":""request"",""command"":""lookup"",""arguments"":{""handles"":[14],""inlineRefs"":false}}"
"13010","26.900701","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=344093 Ack=2658 Win=405632 Len=0 TSval=1361518055 TSecr=1361518055",""
"13011","26.910600","127.0.0.1","127.0.0.1","TCP","78","59640 > 60471 [PSH, ACK] Seq=344093 Ack=2658 Win=405632 Len=22 TSval=1361518063 TSecr=1361518055","Content-Length: 2824\\r\\n"
"13012","26.910625","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=2658 Ack=344115 Win=325472 Len=0 TSval=1361518063 TSecr=1361518063",""
"13013","26.947740","127.0.0.1","127.0.0.1","TCP","2882","59640 > 60471 [PSH, ACK] Seq=344115 Ack=2658 Win=405632 Len=2826 TSval=1361518098 TSecr=1361518063","\\r\\n{""seq"":25,""request_seq"":23,""type"":""response"",""command"":""lookup"",""success"":true,""body"":{""14"":{""handle"":14,""type"":""object"",""className"":""Object"",""constructorFunction"":{""ref"":6},""protoObject"":{""ref"":15},""prototypeObject"":{""ref"":3},""properties"":[{""name"":""c"
"13014","26.947756","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=2658 Ack=346941 Win=322656 Len=0 TSval=1361518098 TSecr=1361518098",""
"13123","29.403131","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=2658 Ack=346941 Win=322656 Len=14 TSval=1361520534 TSecr=1361518098","Content-Length"
"13124","29.403164","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=346941 Ack=2672 Win=405600 Len=0 TSval=1361520534 TSecr=1361520534",""
"13125","29.403177","127.0.0.1","127.0.0.1","TCP","57","60471 > 59640 [PSH, ACK] Seq=2672 Ack=346941 Win=322656 Len=1 TSval=1361520534 TSecr=1361520534",":"
"13126","29.403188","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=346941 Ack=2673 Win=405600 Len=0 TSval=1361520534 TSecr=1361520534",""
"13127","29.403200","127.0.0.1","127.0.0.1","TCP","62","60471 > 59640 [PSH, ACK] Seq=2673 Ack=346941 Win=322656 Len=6 TSval=1361520534 TSecr=1361520534","95\\r\\n\\r\\n"
"13128","29.403216","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=346941 Ack=2679 Win=405600 Len=0 TSval=1361520534 TSecr=1361520534",""
"13129","29.403230","127.0.0.1","127.0.0.1","TCP","151","60471 > 59640 [PSH, ACK] Seq=2679 Ack=346941 Win=322656 Len=95 TSval=1361520534 TSecr=1361520534","{""seq"":24,""type"":""request"",""command"":""continue"",""arguments"":{""stepaction"":""out"",""stepcount"":1}}"
"13130","29.403240","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=346941 Ack=2774 Win=405504 Len=0 TSval=1361520534 TSecr=1361520534",""
"13131","29.412510","127.0.0.1","127.0.0.1","TCP","76","59640 > 60471 [PSH, ACK] Seq=346941 Ack=2774 Win=405504 Len=20 TSval=1361520543 TSecr=1361520534","Content-Length: 96\\r\\n"
"13132","29.412537","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=2774 Ack=346961 Win=322624 Len=0 TSval=1361520543 TSecr=1361520543",""
"13133","29.414234","127.0.0.1","127.0.0.1","TCP","449","59640 > 60471 [PSH, ACK] Seq=346961 Ack=2774 Win=405504 Len=393 TSval=1361520544 TSecr=1361520543","\\r\\n{""seq"":26,""request_seq"":24,""type"":""response"",""command"":""continue"",""success"":true,""running"":true}Content-Length: 272\\r\\n\\r\\n{""seq"":27,""type"":""event"",""event"":""break"",""body"":{""invocationText"":""[anonymous]()"",""sourceLine"":37,""sourceColumn"":0,""sourceLineTe"
"13134","29.414254","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=2774 Ack=347354 Win=322240 Len=0 TSval=1361520544 TSecr=1361520544",""
"13135","29.414769","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=2774 Ack=347354 Win=322240 Len=14 TSval=1361520544 TSecr=1361520544","Content-Length"
"13136","29.414791","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=347354 Ack=2788 Win=405504 Len=0 TSval=1361520544 TSecr=1361520544",""
"13137","29.414804","127.0.0.1","127.0.0.1","TCP","144","60471 > 59640 [PSH, ACK] Seq=2788 Ack=347354 Win=322240 Len=88 TSval=1361520544 TSecr=1361520544",":81\\r\\n\\r\\n{""seq"":25,""type"":""request"",""command"":""backtrace"",""arguments"":{""inlineRefs"":true}}"
"13138","29.414810","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=347354 Ack=2876 Win=405408 Len=0 TSval=1361520544 TSecr=1361520544",""
"13139","29.418301","127.0.0.1","127.0.0.1","TCP","78","59640 > 60471 [PSH, ACK] Seq=347354 Ack=2876 Win=405408 Len=22 TSval=1361520547 TSecr=1361520544","Content-Length: 5055\\r\\n"
"13140","29.418325","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=2876 Ack=347376 Win=322208 Len=0 TSval=1361520547 TSecr=1361520547",""
"13141","29.459900","127.0.0.1","127.0.0.1","TCP","5113","59640 > 60471 [PSH, ACK] Seq=347376 Ack=2876 Win=405408 Len=5057 TSval=1361520589 TSecr=1361520547","\\r\\n{""seq"":28,""request_seq"":25,""type"":""response"",""command"":""backtrace"",""success"":true,""body"":{""fromFrame"":0,""toFrame"":4,""totalFrames"":4,""frames"":[{""type"":""frame"",""index"":0,""receiver"":{""ref"":1,""type"":""object"",""className"":""global""},""func"":{""ref"":0,""type"":""f"
"13142","29.459925","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=2876 Ack=352433 Win=317152 Len=0 TSval=1361520589 TSecr=1361520589",""
"13145","29.793307","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=2876 Ack=352433 Win=317152 Len=14 TSval=1361520919 TSecr=1361520589","Content-Length"
"13146","29.793366","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=352433 Ack=2890 Win=405408 Len=0 TSval=1361520919 TSecr=1361520919",""
"13147","29.793379","127.0.0.1","127.0.0.1","TCP","156","60471 > 59640 [PSH, ACK] Seq=2890 Ack=352433 Win=317152 Len=100 TSval=1361520919 TSecr=1361520919",":93\\r\\n\\r\\n{""seq"":26,""type"":""request"",""command"":""lookup"",""arguments"":{""handles"":[1],""inlineRefs"":false}}"
"13148","29.793391","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=352433 Ack=2990 Win=405280 Len=0 TSval=1361520919 TSecr=1361520919",""
"13149","29.796369","127.0.0.1","127.0.0.1","TCP","78","59640 > 60471 [PSH, ACK] Seq=352433 Ack=2990 Win=405280 Len=22 TSval=1361520921 TSecr=1361520919","Content-Length: 2061\\r\\n"
"13150","29.796394","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=2990 Ack=352455 Win=317152 Len=0 TSval=1361520921 TSecr=1361520921",""
"13151","29.801701","127.0.0.1","127.0.0.1","TCP","2119","59640 > 60471 [PSH, ACK] Seq=352455 Ack=2990 Win=405280 Len=2063 TSval=1361520926 TSecr=1361520921","\\r\\n{""seq"":29,""request_seq"":26,""type"":""response"",""command"":""lookup"",""success"":true,""body"":{""1"":{""handle"":1,""type"":""object"",""className"":""global"",""constructorFunction"":{""ref"":26},""protoObject"":{""ref"":3},""prototypeObject"":{""ref"":2},""properties"":[],""text"":""#<"
"13152","29.801726","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=2990 Ack=354518 Win=315072 Len=0 TSval=1361520926 TSecr=1361520926",""
"13153","29.802370","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=2990 Ack=354518 Win=315072 Len=14 TSval=1361520926 TSecr=1361520926","Content-Length"
"13154","29.802393","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=354518 Ack=3004 Win=405280 Len=0 TSval=1361520926 TSecr=1361520926",""
"13155","29.802401","127.0.0.1","127.0.0.1","TCP","64","60471 > 59640 [PSH, ACK] Seq=3004 Ack=354518 Win=315072 Len=8 TSval=1361520926 TSecr=1361520926",":104\\r\\n\\r\\n"
"13156","29.802407","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=354518 Ack=3012 Win=405280 Len=0 TSval=1361520926 TSecr=1361520926",""
"13157","29.802413","127.0.0.1","127.0.0.1","TCP","160","60471 > 59640 [PSH, ACK] Seq=3012 Ack=354518 Win=315072 Len=104 TSval=1361520926 TSecr=1361520926","{""seq"":27,""type"":""request"",""command"":""scope"",""arguments"":{""number"":0,""frameNumber"":0,""inlineRefs"":true}}"
"13158","29.802417","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=354518 Ack=3116 Win=405184 Len=0 TSval=1361520926 TSecr=1361520926",""
"13159","29.840708","127.0.0.1","127.0.0.1","TCP","79","59640 > 60471 [PSH, ACK] Seq=354518 Ack=3116 Win=405184 Len=23 TSval=1361520964 TSecr=1361520926","Content-Length: 69283\\r\\n"
"13160","29.840754","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=3116 Ack=354541 Win=315072 Len=0 TSval=1361520964 TSecr=1361520964",""
"13161","29.849534","127.0.0.1","127.0.0.1","TCP","16388","59640 > 60471 [ACK] Seq=354541 Ack=3116 Win=405184 Len=16332 TSval=1361520972 TSecr=1361520964","\\r\\n{""seq"":30,""request_seq"":27,""type"":""response"",""command"":""scope"",""success"":true,""body"":{""type"":0,""index"":0,""frameIndex"":0,""object"":{""handle"":44,""type"":""object"",""className"":""Object"",""constructorFunction"":{""ref"":26,""type"":""function"",""name"":""Object"",""infer"
"13162","29.849540","127.0.0.1","127.0.0.1","TCP","16388","59640 > 60471 [ACK] Seq=370873 Ack=3116 Win=405184 Len=16332 TSval=1361520972 TSecr=1361520964","ranslationX"",""value"":{""ref"":2,""type"":""undefined""}},{""name"":""backgroundPadding"",""value"":{""ref"":2,""type"":""undefined""}},{""name"":""bubbleParent"",""value"":{""ref"":105,""type"":""boolean"",""value"":true}},{""name"":""transform"",""value"":{""ref"":2,""type"":""undefined""}},{""name"
"13163","29.849544","127.0.0.1","127.0.0.1","TCP","16388","59640 > 60471 [ACK] Seq=387205 Ack=3116 Win=405184 Len=16332 TSval=1361520972 TSecr=1361520964","n"",""inferredName"":"""",""scriptId"":8}},{""name"":""max"",""value"":{""ref"":182,""type"":""function"",""name"":""max"",""inferredName"":"""",""scriptId"":8}},{""name"":""ceil"",""value"":{""ref"":183,""type"":""function"",""name"":""ceil"",""inferredName"":"""",""scriptId"":8}},{""name"":""sin"",""value"":{"
"13164","29.849551","127.0.0.1","127.0.0.1","TCP","16388","59640 > 60471 [ACK] Seq=403537 Ack=3116 Win=405184 Len=16332 TSval=1361520972 TSecr=1361520964","g"",""value"":""""}},{""name"":""prototype"",""value"":{""ref"":243,""type"":""object"",""className"":""Object""}},{""name"":""length"",""value"":{""ref"":122,""type"":""number"",""value"":0}},{""name"":""arguments"",""value"":{""ref"":5,""type"":""null"",""value"":null}},{""name"":""caller"",""value"":{""ref"""
"13165","29.849558","127.0.0.1","127.0.0.1","TCP","4013","59640 > 60471 [PSH, ACK] Seq=419869 Ack=3116 Win=405184 Len=3957 TSval=1361520972 TSecr=1361520964","ll}}],""text"":""function decodeURI() { [native code] }""},{""handle"":93,""type"":""object"",""className"":""Tab"",""constructorFunction"":{""ref"":282,""type"":""function"",""name"":""Tab"",""inferredName"":""""},""protoObject"":{""ref"":283,""type"":""object"",""className"":""Object""},""protot"
"13166","29.849577","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=3116 Ack=387205 Win=282400 Len=0 TSval=1361520972 TSecr=1361520972",""
"13167","29.849582","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=3116 Ack=419869 Win=511040 Len=0 TSval=1361520972 TSecr=1361520972",""
"13168","29.849586","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=3116 Ack=423826 Win=507072 Len=0 TSval=1361520972 TSecr=1361520972",""
"13169","29.853558","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=3116 Ack=423826 Win=507072 Len=14 TSval=1361520976 TSecr=1361520972","Content-Length"
"13170","29.853591","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=423826 Ack=3130 Win=405152 Len=0 TSval=1361520976 TSecr=1361520976",""
"13171","29.853607","127.0.0.1","127.0.0.1","TCP","200","60471 > 59640 [PSH, ACK] Seq=3130 Ack=423826 Win=507072 Len=144 TSval=1361520976 TSecr=1361520976",":136\\r\\n\\r\\n{""seq"":28,""type"":""request"",""command"":""evaluate"",""arguments"":{""disable_break"":true,""expression"":""this;"",""inlineRefs"":true,""global"":true}}"
"13172","29.853616","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=423826 Ack=3274 Win=405024 Len=0 TSval=1361520976 TSecr=1361520976",""
"13173","29.858903","127.0.0.1","127.0.0.1","TCP","77","59640 > 60471 [PSH, ACK] Seq=423826 Ack=3274 Win=405024 Len=21 TSval=1361520981 TSecr=1361520976","Content-Length: 392\\r\\n"
"13174","29.858926","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=3274 Ack=423847 Win=507072 Len=0 TSval=1361520981 TSecr=1361520981",""
"13175","29.896106","127.0.0.1","127.0.0.1","TCP","450","59640 > 60471 [PSH, ACK] Seq=423847 Ack=3274 Win=405024 Len=394 TSval=1361521018 TSecr=1361520981","\\r\\n{""seq"":31,""request_seq"":28,""type"":""response"",""command"":""evaluate"",""success"":true,""body"":{""handle"":1,""type"":""object"",""className"":""global"",""constructorFunction"":{""ref"":26,""type"":""function"",""name"":""Object"",""inferredName"":""""},""protoObject"":{""ref"":3,""type"""
"13176","29.896139","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=3274 Ack=424241 Win=506656 Len=0 TSval=1361521018 TSecr=1361521018",""
"13177","29.896846","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=3274 Ack=424241 Win=506656 Len=14 TSval=1361521018 TSecr=1361521018","Content-Length"
"13178","29.896869","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=424241 Ack=3288 Win=404992 Len=0 TSval=1361521018 TSecr=1361521018",""
"13179","29.896878","127.0.0.1","127.0.0.1","TCP","156","60471 > 59640 [PSH, ACK] Seq=3288 Ack=424241 Win=506656 Len=100 TSval=1361521018 TSecr=1361521018",":93\\r\\n\\r\\n{""seq"":29,""type"":""request"",""command"":""lookup"",""arguments"":{""handles"":[3],""inlineRefs"":false}}"
"13180","29.896884","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=424241 Ack=3388 Win=404896 Len=0 TSval=1361521018 TSecr=1361521018",""
"13181","29.901635","127.0.0.1","127.0.0.1","TCP","78","59640 > 60471 [PSH, ACK] Seq=424241 Ack=3388 Win=404896 Len=22 TSval=1361521023 TSecr=1361521018","Content-Length: 2804\\r\\n"
"13182","29.901669","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=3388 Ack=424263 Win=506656 Len=0 TSval=1361521023 TSecr=1361521023",""
"13183","29.939297","127.0.0.1","127.0.0.1","TCP","2862","59640 > 60471 [PSH, ACK] Seq=424263 Ack=3388 Win=404896 Len=2806 TSval=1361521060 TSecr=1361521023","\\r\\n{""seq"":32,""request_seq"":29,""type"":""response"",""command"":""lookup"",""success"":true,""body"":{""3"":{""handle"":3,""type"":""object"",""className"":""Object"",""constructorFunction"":{""ref"":26},""protoObject"":{""ref"":4},""prototypeObject"":{""ref"":2},""properties"":[{""name"":""con"
"13184","29.939317","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=3388 Ack=427069 Win=503840 Len=0 TSval=1361521060 TSecr=1361521060",""
"13285","31.653516","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=3388 Ack=427069 Win=503840 Len=14 TSval=1361522754 TSecr=1361521060","Content-Length"
"13286","31.653556","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=427069 Ack=3402 Win=404896 Len=0 TSval=1361522754 TSecr=1361522754",""
"13287","31.653576","127.0.0.1","127.0.0.1","TCP","63","60471 > 59640 [PSH, ACK] Seq=3402 Ack=427069 Win=503840 Len=7 TSval=1361522754 TSecr=1361522754",":96\\r\\n\\r\\n"
"13288","31.653597","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=427069 Ack=3409 Win=404864 Len=0 TSval=1361522754 TSecr=1361522754",""
"13289","31.653613","127.0.0.1","127.0.0.1","TCP","152","60471 > 59640 [PSH, ACK] Seq=3409 Ack=427069 Win=503840 Len=96 TSval=1361522754 TSecr=1361522754","{""seq"":30,""type"":""request"",""command"":""continue"",""arguments"":{""stepaction"":""next"",""stepcount"":1}}"
"13290","31.653624","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=427069 Ack=3505 Win=404768 Len=0 TSval=1361522754 TSecr=1361522754",""
"13291","31.660721","127.0.0.1","127.0.0.1","TCP","471","59640 > 60471 [PSH, ACK] Seq=427069 Ack=3505 Win=404768 Len=415 TSval=1361522760 TSecr=1361522754","Content-Length: 96\\r\\n\\r\\n{""seq"":33,""request_seq"":30,""type"":""response"",""command"":""continue"",""success"":true,""running"":true}Content-Length: 274\\r\\n\\r\\n{""seq"":34,""type"":""event"",""event"":""break"",""body"":{""invocationText"":""[anonymous]()"",""sourceLine"":43,""sourceC"
"13292","31.660749","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=3505 Ack=427484 Win=503424 Len=0 TSval=1361522760 TSecr=1361522760",""
"13293","31.661341","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=3505 Ack=427484 Win=503424 Len=14 TSval=1361522760 TSecr=1361522760","Content-Length"
"13294","31.661393","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=427484 Ack=3519 Win=404768 Len=0 TSval=1361522760 TSecr=1361522760",""
"13295","31.661407","127.0.0.1","127.0.0.1","TCP","144","60471 > 59640 [PSH, ACK] Seq=3519 Ack=427484 Win=503424 Len=88 TSval=1361522760 TSecr=1361522760",":81\\r\\n\\r\\n{""seq"":31,""type"":""request"",""command"":""backtrace"",""arguments"":{""inlineRefs"":true}}"
"13296","31.661417","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=427484 Ack=3607 Win=404672 Len=0 TSval=1361522760 TSecr=1361522760",""
"13297","31.669237","127.0.0.1","127.0.0.1","TCP","78","59640 > 60471 [PSH, ACK] Seq=427484 Ack=3607 Win=404672 Len=22 TSval=1361522768 TSecr=1361522760","Content-Length: 5057\\r\\n"
"13298","31.669265","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=3607 Ack=427506 Win=503392 Len=0 TSval=1361522768 TSecr=1361522768",""
"13299","31.708760","127.0.0.1","127.0.0.1","TCP","5115","59640 > 60471 [PSH, ACK] Seq=427506 Ack=3607 Win=404672 Len=5059 TSval=1361522807 TSecr=1361522768","\\r\\n{""seq"":35,""request_seq"":31,""type"":""response"",""command"":""backtrace"",""success"":true,""body"":{""fromFrame"":0,""toFrame"":4,""totalFrames"":4,""frames"":[{""type"":""frame"",""index"":0,""receiver"":{""ref"":1,""type"":""object"",""className"":""global""},""func"":{""ref"":0,""type"":""f"
"13300","31.708777","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=3607 Ack=432565 Win=498336 Len=0 TSval=1361522807 TSecr=1361522807",""
"13303","32.071804","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=3607 Ack=432565 Win=498336 Len=14 TSval=1361523168 TSecr=1361522807","Content-Length"
"13304","32.071839","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=432565 Ack=3621 Win=404672 Len=0 TSval=1361523168 TSecr=1361523168",""
"13305","32.071966","127.0.0.1","127.0.0.1","TCP","57","60471 > 59640 [PSH, ACK] Seq=3621 Ack=432565 Win=498336 Len=1 TSval=1361523168 TSecr=1361523168",":"
"13306","32.071988","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=432565 Ack=3622 Win=404672 Len=0 TSval=1361523168 TSecr=1361523168",""
"13307","32.072001","127.0.0.1","127.0.0.1","TCP","62","60471 > 59640 [PSH, ACK] Seq=3622 Ack=432565 Win=498336 Len=6 TSval=1361523168 TSecr=1361523168","93\\r\\n\\r\\n"
"13308","32.072009","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=432565 Ack=3628 Win=404672 Len=0 TSval=1361523168 TSecr=1361523168",""
"13309","32.072023","127.0.0.1","127.0.0.1","TCP","149","60471 > 59640 [PSH, ACK] Seq=3628 Ack=432565 Win=498336 Len=93 TSval=1361523168 TSecr=1361523168","{""seq"":32,""type"":""request"",""command"":""lookup"",""arguments"":{""handles"":[1],""inlineRefs"":false}}"
"13310","32.072030","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=432565 Ack=3721 Win=404576 Len=0 TSval=1361523168 TSecr=1361523168",""
"13311","32.080440","127.0.0.1","127.0.0.1","TCP","78","59640 > 60471 [PSH, ACK] Seq=432565 Ack=3721 Win=404576 Len=22 TSval=1361523176 TSecr=1361523168","Content-Length: 2061\\r\\n"
"13312","32.080468","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=3721 Ack=432587 Win=498336 Len=0 TSval=1361523176 TSecr=1361523176",""
"13313","32.085353","127.0.0.1","127.0.0.1","TCP","2119","59640 > 60471 [PSH, ACK] Seq=432587 Ack=3721 Win=404576 Len=2063 TSval=1361523180 TSecr=1361523176","\\r\\n{""seq"":36,""request_seq"":32,""type"":""response"",""command"":""lookup"",""success"":true,""body"":{""1"":{""handle"":1,""type"":""object"",""className"":""global"",""constructorFunction"":{""ref"":26},""protoObject"":{""ref"":3},""prototypeObject"":{""ref"":2},""properties"":[],""text"":""#<"
"13314","32.085371","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=3721 Ack=434650 Win=496256 Len=0 TSval=1361523180 TSecr=1361523180",""
"13315","32.085909","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=3721 Ack=434650 Win=496256 Len=14 TSval=1361523180 TSecr=1361523180","Content-Length"
"13316","32.085951","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=434650 Ack=3735 Win=404544 Len=0 TSval=1361523180 TSecr=1361523180",""
"13317","32.085962","127.0.0.1","127.0.0.1","TCP","168","60471 > 59640 [PSH, ACK] Seq=3735 Ack=434650 Win=496256 Len=112 TSval=1361523180 TSecr=1361523180",":104\\r\\n\\r\\n{""seq"":33,""type"":""request"",""command"":""scope"",""arguments"":{""number"":0,""frameNumber"":0,""inlineRefs"":true}}"
"13318","32.085970","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=434650 Ack=3847 Win=404448 Len=0 TSval=1361523180 TSecr=1361523180",""
"13319","32.125559","127.0.0.1","127.0.0.1","TCP","79","59640 > 60471 [PSH, ACK] Seq=434650 Ack=3847 Win=404448 Len=23 TSval=1361523219 TSecr=1361523180","Content-Length: 73198\\r\\n"
"13320","32.125577","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=3847 Ack=434673 Win=496224 Len=0 TSval=1361523219 TSecr=1361523219",""
"13321","32.133127","127.0.0.1","127.0.0.1","TCP","16388","59640 > 60471 [ACK] Seq=434673 Ack=3847 Win=404448 Len=16332 TSval=1361523224 TSecr=1361523219","\\r\\n{""seq"":37,""request_seq"":33,""type"":""response"",""command"":""scope"",""success"":true,""body"":{""type"":0,""index"":0,""frameIndex"":0,""object"":{""handle"":44,""type"":""object"",""className"":""Object"",""constructorFunction"":{""ref"":26,""type"":""function"",""name"":""Object"",""infer"
"13322","32.133133","127.0.0.1","127.0.0.1","TCP","16388","59640 > 60471 [ACK] Seq=451005 Ack=3847 Win=404448 Len=16332 TSval=1361523224 TSecr=1361523219","pe"":""undefined""}},{""name"":""bubbleParent"",""value"":{""ref"":106,""type"":""boolean"",""value"":true}},{""name"":""transform"",""value"":{""ref"":2,""type"":""undefined""}},{""name"":""backgroundGradient"",""value"":{""ref"":2,""type"":""undefined""}},{""name"":""backgroundDisabledColor"",""val"
